Age,Age levels,BusinessTravel,Department,JobRole,Job Level,Satisfication,Consistency,Managers cosnsistency,Experience,Salary Range (K),EducationField,Gender,Distance to Home,OverTime,WLB,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TrainingTimesLastYear,DailyRate,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HourlyRate,JobInvolvement,JobLevel,MonthlyRate
27,twenteth,Travel Rarely,Sales,Sales Representative,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Marketing,Male,Very Close,No,Balanced,"$3,041",0,11,3,1420,3,5,4,3,0,2,85,3,1,16346
21,twenteth,Travel Rarely,Sales,Sales Representative,Level 1,Miduem,0 to 5,0 to 5,Intermediate,1 to 5,Technical Degree,Male,Far,No,Balanced,"$3,447",1,11,2,1343,3,3,3,2,1,2,49,3,1,24444
44,fourteenth,Travel Rarely,Research & Dev.,Manager,Level 5,High,0 to 5,0 to 5,Expert,15 to 20,Other,Male,Very Close,Yes,Balanced,"$19,513",4,12,2,1315,3,26,2,2,0,1,35,3,5,9358
22,twenteth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Low,0 to 5,0 to 5,Intermediate,1 to 5,Medical,Male,Very Close,No,Balanced,"$2,773",0,20,3,604,4,3,2,2,2,2,69,3,1,12145
33,thirteenth,Travel Rarely,Sales,Sales Executive,Level 2,Miduem,0 to 5,0 to 5,Experienced,5 to 10,Marketing,Male,Very Close,No,Balanced,"$7,104",0,12,3,1216,3,6,5,0,1,2,39,3,2,20431
32,thirteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 2,Low,6 to 10,0 to 5,Experienced,5 to 10,Life Sciences,Female,Very Close,Yes,Not Balanced,"$6,322",1,12,2,646,3,6,6,4,0,5,92,3,2,18089
30,thirteenth,Travel Frequently,Research & Dev.,Research Scientist,Level 1,Miduem,0 to 5,0 to 5,Entry,1 to 5,Medical,Female,Very Close,No,Balanced,"$2,083",1,20,2,160,4,1,1,0,0,0,71,3,1,22653
53,fifteenth,Travel Rarely,Sales,Sales Executive,Level 2,High,11 to 20,6 to 10,Advanced,5 to 10,Medical,Female,Very Close,No,Balanced,"$8,381",7,20,2,238,4,18,14,7,8,10,34,3,2,7507
34,thirteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Miduem,6 to 10,6 to 10,Advanced,1 to 5,Life Sciences,Male,Very Close,No,Not Balanced,"$2,691",1,12,4,1397,3,10,10,9,8,8,42,3,1,7660
45,fourteenth,Travel Frequently,Sales,Sales Executive,Level 2,Low,0 to 5,0 to 5,Experienced,1 to 5,Life Sciences,Female,Far,No,Balanced,"$4,286",2,14,4,306,3,5,1,1,0,0,100,3,2,5630
26,twenteth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,Miduem,0 to 5,0 to 5,Intermediate,1 to 5,Life Sciences,Female,Very Close,Yes,Balanced,"$2,659",1,13,2,991,3,3,3,2,0,2,71,3,1,17759
37,thirteenth,Travel Rarely,Research & Dev.,Manufacturing Director,Level 3,Miduem,6 to 10,6 to 10,Advanced,5 to 10,Other,Male,Very Close,No,Balanced,"$9,434",1,15,2,482,3,10,10,7,7,8,36,3,3,9606
29,twenteth,Travel Rarely,Sales,Sales Executive,Level 2,Miduem,6 to 10,0 to 5,Experienced,5 to 10,Medical,Female,Very Close,No,Not Balanced,"$5,561",1,14,5,1176,3,6,6,0,1,2,62,3,2,3487
35,thirteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 2,Miduem,11 to 20,6 to 10,Advanced,5 to 10,Life Sciences,Male,Very Close,No,Balanced,"$6,646",1,13,3,1017,3,17,17,11,11,8,82,1,2,19368
33,thirteenth,Travel Frequently,Research & Dev.,Healthcare Representative,Level 2,Miduem,11 to 20,6 to 10,Advanced,5 to 10,Life Sciences,Male,Very Close,No,Not Balanced,"$7,725",3,23,2,1296,4,15,13,11,4,7,30,3,2,5335
54,fifteenth,Travel Rarely,HR,Human Resources,Level 3,Miduem,6 to 10,0 to 5,Advanced,10 to 15,Medical,Male,Close,No,Balanced,"$10,725",2,15,1,397,3,16,9,7,7,1,88,3,3,6729
36,thirteenth,Travel Rarely,Research & Dev.,Manufacturing Director,Level 2,Miduem,0 to 5,0 to 5,Advanced,5 to 10,Medical,Male,Very Close,Yes,Balanced,"$8,847",2,11,2,913,3,13,3,2,0,2,48,2,2,13934
27,twenteth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Low,0 to 5,0 to 5,Experienced,1 to 5,Medical,Male,Very Close,No,Balanced,"$2,045",0,13,0,1115,3,5,4,2,1,1,54,2,1,15174
20,twenteth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,High,0 to 5,0 to 5,Entry,1 to 5,Medical,Male,Very Close,Yes,Balanced,"$1,009",1,11,5,1362,3,1,1,0,1,1,32,3,1,26999
33,thirteenth,Travel Frequently,Research & Dev.,Research Scientist,Level 1,Low,6 to 10,6 to 10,Advanced,1 to 5,Life Sciences,Male,Very Close,Yes,Balanced,"$3,348",1,11,3,1076,3,10,10,8,9,7,70,3,1,3164
35,thirteenth,Non-Travel,Research & Dev.,Laboratory Technician,Level 1,Miduem,0 to 5,0 to 5,Entry,1 to 5,Life Sciences,Male,Very Close,No,Balanced,"$1,281",1,18,3,727,3,1,1,0,0,0,41,2,1,16900
23,twenteth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Low,0 to 5,0 to 5,Experienced,1 to 5,Medical,Male,Very Close,No,Balanced,"$2,819",2,16,3,885,3,5,3,2,0,2,58,4,1,8544
25,twenteth,Travel Rarely,Sales,Sales Executive,Level 2,High,0 to 5,0 to 5,Intermediate,1 to 5,Life Sciences,Male,Very Close,No,Balanced,"$4,851",0,22,4,810,4,4,3,2,1,2,57,4,2,15678
38,thirteenth,Travel Rarely,Sales,Sales Executive,Level 2,High,6 to 10,0 to 5,Experienced,1 to 5,Marketing,Female,Very Close,No,Balanced,"$4,028",0,20,2,243,4,8,7,7,0,5,46,2,2,7791
29,twenteth,Travel Frequently,Research & Dev.,Research Scientist,Level 1,Miduem,6 to 10,6 to 10,Advanced,1 to 5,Life Sciences,Male,Very Close,No,Balanced,"$2,720",1,18,5,806,3,10,10,7,2,8,76,1,1,18959
48,fourteenth,Travel Rarely,Sales,Sales Executive,Level 2,Miduem,0 to 5,0 to 5,Advanced,5 to 10,Marketing,Male,Very Close,No,Balanced,"$8,120",3,12,3,817,3,12,2,2,2,2,56,4,2,18597
27,twenteth,Travel Frequently,Sales,Sales Executive,Level 2,High,6 to 10,0 to 5,Experienced,1 to 5,Medical,Female,Very Close,Yes,Balanced,"$4,647",1,20,3,1410,4,6,6,5,0,4,71,4,2,16673
37,thirteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,High,0 to 5,0 to 5,Intermediate,1 to 5,Life Sciences,Male,Very Close,No,Balanced,"$4,680",3,17,2,1225,3,4,1,0,0,0,80,4,1,15232
50,fifteenth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,High,11 to 20,6 to 10,Expert,1 to 5,Medical,Male,Far,Yes,Balanced,"$3,221",1,11,3,1207,3,20,20,8,3,8,74,4,1,3297
34,thirteenth,Travel Rarely,Research & Dev.,Healthcare Representative,Level 3,High,6 to 10,6 to 10,Experienced,5 to 10,Medical,Female,Very Close,No,Balanced,"$8,621",1,14,3,1442,3,9,8,7,7,7,46,2,3,17654
24,twenteth,Travel Rarely,Sales,Sales Executive,Level 2,Low,0 to 5,0 to 5,Intermediate,1 to 5,Life Sciences,Female,Very Close,No,Balanced,"$4,577",9,14,3,693,3,4,2,2,2,0,65,3,2,24785
39,thirteenth,Travel Rarely,Research & Dev.,Healthcare Representative,Level 2,High,11 to 20,6 to 10,Expert,1 to 5,Technical Degree,Female,Very Close,No,Balanced,"$4,553",1,11,4,408,3,20,20,7,11,10,80,2,2,20978
32,thirteenth,Travel Rarely,Sales,Sales Executive,Level 2,High,6 to 10,6 to 10,Advanced,5 to 10,Marketing,Male,Very Close,No,Not Balanced,"$5,396",1,12,2,929,3,10,10,7,0,8,55,3,2,21703
50,fifteenth,Travel Frequently,Sales,Sales Executive,Level 2,Miduem,0 to 5,0 to 5,Advanced,5 to 10,Technical Degree,Male,Very Close,Yes,Balanced,"$6,796",3,14,4,562,3,18,4,3,1,3,50,3,2,23452
38,thirteenth,Travel Rarely,Research & Dev.,Healthcare Representative,Level 2,Miduem,6 to 10,6 to 10,Advanced,5 to 10,Life Sciences,Female,Very Close,No,Not Balanced,"$7,625",0,13,4,827,3,10,9,7,1,8,33,4,2,19383
27,twenteth,Travel Rarely,Research & Dev.,Manufacturing Director,Level 3,Miduem,6 to 10,6 to 10,Experienced,5 to 10,Life Sciences,Female,Very Close,No,Balanced,"$7,412",1,11,3,608,3,9,9,7,0,7,68,3,3,6009
32,thirteenth,Travel Rarely,Research & Dev.,Research Director,Level 3,Miduem,6 to 10,6 to 10,Advanced,10 to 15,Life Sciences,Female,Very Close,No,Balanced,"$11,159",3,15,6,1018,3,10,7,7,7,7,39,3,3,19373
47,fourteenth,Travel Rarely,Sales,Sales Executive,Level 2,High,6 to 10,6 to 10,Expert,1 to 5,Marketing,Male,Close,No,Balanced,"$4,960",2,12,2,703,3,20,7,7,1,7,42,3,2,11825
40,fourteenth,Travel Frequently,Sales,Sales Executive,Level 3,High,11 to 20,11 to 20,Expert,10 to 15,Life Sciences,Male,Very Close,Yes,Balanced,"$10,475",5,21,2,580,4,20,18,13,1,12,48,2,3,23772
53,fifteenth,Travel Rarely,Research & Dev.,Research Director,Level 4,Miduem,0 to 5,0 to 5,Expert,10 to 15,Life Sciences,Male,Very Close,No,Balanced,"$14,814",3,19,3,970,3,32,5,1,1,3,59,4,4,13514
41,fourteenth,Travel Rarely,HR,Manager,Level 5,Miduem,21 to 30,6 to 10,Expert,15 to 20,Human Resources,Male,Very Close,No,Not Balanced,"$19,141",3,15,2,427,3,23,21,6,12,6,73,2,5,8861
60,fifteenth,Travel Rarely,Sales,Sales Executive,Level 2,Low,0 to 5,0 to 5,Advanced,5 to 10,Marketing,Male,Close,No,Balanced,"$5,405",8,14,1,1179,3,10,2,2,2,2,84,3,2,11924
27,twenteth,Travel Frequently,Research & Dev.,Manufacturing Director,Level 3,High,6 to 10,6 to 10,Experienced,5 to 10,Life Sciences,Male,Very Close,No,Not Balanced,"$8,793",1,21,4,294,4,9,9,7,1,7,32,3,3,4809
41,fourteenth,Travel Rarely,HR,Manager,Level 5,High,21 to 30,6 to 10,Expert,15 to 20,Human Resources,Male,Very Close,No,Balanced,"$19,189",1,12,3,314,3,22,22,7,2,10,59,2,5,19562
50,fifteenth,Travel Rarely,Sales,Sales Representative,Level 1,High,0 to 5,0 to 5,Intermediate,1 to 5,Marketing,Male,Very Close,No,Balanced,"$3,875",7,15,2,316,3,4,2,2,2,2,54,3,1,9983
28,twenteth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Low,6 to 10,6 to 10,Advanced,1 to 5,Life Sciences,Female,Very Close,Yes,Balanced,"$2,216",7,13,4,654,3,10,7,7,3,7,67,1,1,3872
36,thirteenth,Non-Travel,Research & Dev.,Research Director,Level 3,Low,6 to 10,0 to 5,Advanced,10 to 15,Life Sciences,Female,Very Close,No,Balanced,"$11,713",9,14,2,427,3,10,8,7,0,5,63,4,3,20335
38,thirteenth,Travel Rarely,Research & Dev.,Manufacturing Director,Level 3,Miduem,0 to 5,0 to 5,Advanced,5 to 10,Life Sciences,Female,Very Close,Yes,Balanced,"$7,861",4,14,4,168,3,10,1,0,0,0,81,3,3,15397
44,fourteenth,Non-Travel,Research & Dev.,Laboratory Technician,Level 1,Low,0 to 5,0 to 5,Experienced,1 to 5,Medical,Male,Far,No,Balanced,"$3,708",2,14,5,381,3,9,5,2,1,4,49,1,1,2104
47,fourteenth,Travel Frequently,Sales,Sales Executive,Level 4,High,21 to 30,11 to 20,Expert,10 to 15,Medical,Female,Very Close,Yes,Not Balanced,"$13,770",9,12,2,217,3,28,22,2,11,13,49,3,4,10225
30,thirteenth,Travel Rarely,Sales,Sales Executive,Level 2,Miduem,6 to 10,6 to 10,Advanced,5 to 10,Marketing,Male,Far,No,Not Balanced,"$5,304",7,23,2,501,4,10,8,7,7,7,99,3,2,25275
29,twenteth,Travel Rarely,Sales,Sales Representative,Level 1,Miduem,0 to 5,0 to 5,Entry,1 to 5,Life Sciences,Male,Very Close,No,Balanced,"$2,642",1,11,6,1396,3,1,1,0,0,0,99,3,1,2755
42,fourteenth,Travel Frequently,Research & Dev.,Research Scientist,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Medical,Male,Close,Yes,Balanced,"$2,759",6,12,2,933,3,7,2,2,2,2,57,4,1,20366
43,fourteenth,Travel Frequently,Sales,Sales Executive,Level 2,High,0 to 5,0 to 5,Experienced,5 to 10,Life Sciences,Male,Close,No,Balanced,"$6,804",3,18,5,775,3,7,2,2,2,2,47,2,2,23683
34,thirteenth,Travel Rarely,Research & Dev.,Healthcare Representative,Level 2,Miduem,0 to 5,0 to 5,Advanced,5 to 10,Medical,Female,Very Close,No,Balanced,"$6,142",3,11,2,970,3,10,5,1,4,3,96,3,2,7360
23,twenteth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Medical,Male,Very Close,No,Balanced,"$2,500",1,14,2,650,3,5,4,3,0,2,37,3,1,4344
39,thirteenth,Travel Rarely,HR,Human Resources,Level 2,Miduem,6 to 10,6 to 10,Advanced,5 to 10,Human Resources,Female,Very Close,No,Not Balanced,"$6,389",9,15,3,141,3,12,8,3,3,6,44,4,2,18767
56,fifteenth,Travel Rarely,Research & Dev.,Healthcare Representative,Level 4,Miduem,6 to 10,0 to 5,Expert,10 to 15,Medical,Male,Very Close,No,Not Balanced,"$11,103",7,11,1,832,3,30,10,7,1,1,81,3,4,20420
40,fourteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,High,0 to 5,0 to 5,Experienced,1 to 5,Medical,Female,Very Close,Yes,Not Balanced,"$2,342",0,20,2,804,4,5,4,2,2,3,86,2,1,22929
27,twenteth,Travel Rarely,Research & Dev.,Healthcare Representative,Level 2,High,6 to 10,6 to 10,Experienced,5 to 10,Medical,Female,Very Close,No,Not Balanced,"$6,811",8,19,2,975,3,9,7,6,0,7,55,2,2,23398
29,twenteth,Travel Rarely,Sales,Sales Representative,Level 1,High,0 to 5,0 to 5,Intermediate,1 to 5,Marketing,Male,Very Close,No,Balanced,"$2,297",1,14,2,1090,3,2,2,2,2,2,83,3,1,17967
53,fifteenth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 2,High,0 to 5,0 to 5,Advanced,1 to 5,Life Sciences,Male,Very Close,No,Balanced,"$2,450",2,17,4,346,3,19,2,2,2,2,86,3,2,10919
35,thirteenth,Non-Travel,Research & Dev.,Healthcare Representative,Level 2,High,0 to 5,0 to 5,Advanced,5 to 10,Life Sciences,Female,Very Close,No,Balanced,"$5,093",2,11,2,1225,3,16,1,0,0,0,61,3,2,4761
32,thirteenth,Travel Frequently,Research & Dev.,Laboratory Technician,Level 2,Low,6 to 10,6 to 10,Advanced,5 to 10,Life Sciences,Male,Far,No,Balanced,"$5,309",1,15,2,430,3,10,10,8,4,7,80,3,2,21146
38,thirteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,High,0 to 5,0 to 5,Experienced,1 to 5,Medical,Male,Very Close,Yes,Not Balanced,"$3,057",6,13,0,268,3,6,1,0,0,1,92,3,1,20471
34,thirteenth,Travel Rarely,Research & Dev.,Manufacturing Director,Level 2,Miduem,0 to 5,0 to 5,Experienced,5 to 10,Life Sciences,Female,Very Close,No,Balanced,"$5,121",3,14,3,167,3,7,0,0,0,0,32,3,2,4187
52,fifteenth,Travel Rarely,Sales,Manager,Level 4,Miduem,31 to 40,11 to 20,Expert,15 to 20,Marketing,Male,Very Close,No,Balanced,"$16,856",1,11,3,621,3,34,34,6,1,16,31,2,4,10084
33,thirteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,High,6 to 10,6 to 10,Advanced,1 to 5,Other,Male,Very Close,Yes,Not Balanced,"$2,686",1,13,2,527,3,10,10,9,7,8,63,3,1,5207
25,twenteth,Travel Rarely,Sales,Sales Executive,Level 2,Miduem,6 to 10,0 to 5,Experienced,5 to 10,Medical,Female,Far,No,Not Balanced,"$6,180",1,23,5,883,4,6,6,5,1,4,32,3,2,22807
45,fourteenth,Travel Rarely,Sales,Sales Representative,Level 2,Miduem,6 to 10,0 to 5,Experienced,5 to 10,Technical Degree,Male,Very Close,No,Balanced,"$6,632",0,13,3,954,3,9,8,7,3,1,46,1,2,12388
23,twenteth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Low,0 to 5,0 to 5,Intermediate,1 to 5,Medical,Male,Very Close,No,Balanced,"$3,505",1,18,3,310,3,2,2,2,0,2,79,4,1,19630
47,fourteenth,Travel Frequently,Sales,Sales Executive,Level 2,Miduem,0 to 5,0 to 5,Experienced,5 to 10,Life Sciences,Female,Far,Yes,Balanced,"$6,397",4,12,2,719,3,8,5,4,1,3,77,4,2,10339
34,thirteenth,Travel Rarely,Sales,Sales Executive,Level 2,High,6 to 10,0 to 5,Experienced,5 to 10,Other,Male,Very Close,No,Balanced,"$6,274",1,22,5,304,4,6,6,5,1,4,60,3,2,18686
55,fifteenth,Travel Rarely,Research & Dev.,Manager,Level 5,High,0 to 5,0 to 5,Expert,15 to 20,Medical,Male,Very Close,Yes,Balanced,"$19,859",5,13,2,725,3,24,5,2,1,4,78,3,5,21199
36,thirteenth,Non-Travel,Sales,Sales Executive,Level 3,Low,6 to 10,6 to 10,Advanced,5 to 10,Life Sciences,Male,Very Close,No,Balanced,"$7,587",1,15,1,1434,3,10,10,7,0,9,76,2,3,14229
52,fifteenth,Non-Travel,Research & Dev.,Research Scientist,Level 1,High,0 to 5,0 to 5,Experienced,1 to 5,Medical,Male,Close,No,Balanced,"$4,258",0,18,3,715,3,5,4,3,1,2,41,3,1,26589
26,twenteth,Travel Frequently,Research & Dev.,Laboratory Technician,Level 1,Low,0 to 5,0 to 5,Experienced,1 to 5,Life Sciences,Female,Very Close,No,Balanced,"$4,364",3,14,2,575,3,5,2,2,2,0,71,1,1,5288
29,twenteth,Travel Rarely,Research & Dev.,Healthcare Representative,Level 2,Miduem,6 to 10,0 to 5,Advanced,1 to 5,Medical,Female,Far,No,Not Balanced,"$4,335",4,12,3,657,3,11,8,7,1,1,66,3,2,25549
26,twenteth,Travel Rarely,Sales,Sales Executive,Level 2,High,0 to 5,0 to 5,Experienced,5 to 10,Technical Degree,Male,Very Close,No,Not Balanced,"$5,326",6,17,2,1146,3,6,4,3,1,2,38,2,2,3064
34,thirteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Miduem,0 to 5,0 to 5,Advanced,1 to 5,Life Sciences,Female,Very Close,No,Balanced,"$3,280",2,16,2,182,3,10,4,2,1,3,72,4,1,13551
54,fifteenth,Travel Rarely,Research & Dev.,Manufacturing Director,Level 2,High,0 to 5,0 to 5,Experienced,5 to 10,Medical,Female,Close,Yes,Balanced,"$5,485",9,11,4,376,3,9,5,3,1,4,95,3,2,22670
27,twenteth,Travel Frequently,Sales,Sales Executive,Level 2,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Marketing,Male,Very Close,No,Balanced,"$4,342",0,19,3,829,3,5,4,2,1,1,84,3,2,24008
37,thirteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,High,0 to 5,0 to 5,Experienced,1 to 5,Life Sciences,Female,Very Close,Yes,Not Balanced,"$2,782",0,13,3,571,3,6,5,3,4,3,82,3,1,19905
38,thirteenth,Travel Frequently,Research & Dev.,Manufacturing Director,Level 2,Low,11 to 20,11 to 20,Advanced,5 to 10,Life Sciences,Female,Very Close,Yes,Balanced,"$5,980",6,12,2,240,3,17,15,7,4,12,75,4,2,26085
34,thirteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Miduem,6 to 10,0 to 5,Experienced,1 to 5,Medical,Female,Very Close,No,Balanced,"$4,381",1,11,3,121,3,6,6,5,1,3,86,2,1,7530
35,thirteenth,Travel Rarely,Sales,Sales Representative,Level 1,Low,0 to 5,0 to 5,Intermediate,1 to 5,Life Sciences,Female,Very Close,No,Not Balanced,"$2,572",1,16,1,384,3,3,3,2,0,2,72,3,1,20317
30,thirteenth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,High,0 to 5,0 to 5,Experienced,1 to 5,Life Sciences,Male,Very Close,No,Balanced,"$3,833",3,21,2,921,4,7,2,2,0,2,38,1,1,24375
40,fourteenth,Travel Frequently,Research & Dev.,Healthcare Representative,Level 2,Miduem,6 to 10,6 to 10,Experienced,1 to 5,Medical,Female,Very Close,No,Balanced,"$4,244",1,24,2,791,4,8,8,7,3,7,38,4,2,9931
34,thirteenth,Travel Rarely,Sales,Sales Executive,Level 2,Miduem,0 to 5,0 to 5,Experienced,5 to 10,Life Sciences,Female,Very Close,No,Balanced,"$6,500",5,17,1,1111,3,6,3,2,1,2,93,3,2,13305
42,fourteenth,Travel Frequently,Research & Dev.,Manager,Level 5,Miduem,21 to 30,6 to 10,Expert,15 to 20,Life Sciences,Male,Very Close,No,Not Balanced,"$18,430",1,13,4,570,3,24,24,7,14,9,66,3,5,16225
23,twenteth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,Miduem,0 to 5,0 to 5,Entry,1 to 5,Life Sciences,Male,Very Close,Yes,Balanced,"$1,601",1,21,2,1243,4,1,0,0,0,0,63,4,1,3445
24,twenteth,Non-Travel,Research & Dev.,Laboratory Technician,Level 1,Miduem,0 to 5,0 to 5,Entry,1 to 5,Life Sciences,Male,Very Close,No,Balanced,"$2,694",1,11,4,1092,3,1,1,0,0,0,60,2,1,26551
52,fifteenth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 2,High,0 to 5,0 to 5,Experienced,1 to 5,Life Sciences,Female,Close,No,Balanced,"$3,149",8,20,3,1325,4,9,5,2,1,4,82,3,2,21821
50,fifteenth,Travel Rarely,Research & Dev.,Research Director,Level 4,Miduem,0 to 5,0 to 5,Expert,15 to 20,Medical,Male,Very Close,No,Balanced,"$17,639",5,16,3,691,3,30,4,3,0,3,64,3,4,6881
29,twenteth,Travel Rarely,Research & Dev.,Laboratory Technician,Level 1,Miduem,0 to 5,0 to 5,Entry,1 to 5,Life Sciences,Female,Very Close,Yes,Balanced,"$2,319",1,11,1,805,3,1,1,0,0,0,36,2,1,6689
33,thirteenth,Travel Rarely,Research & Dev.,Research Director,Level 3,Miduem,11 to 20,6 to 10,Advanced,10 to 15,Medical,Male,Very Close,No,Balanced,"$11,691",0,11,3,213,3,14,13,9,3,7,49,3,3,25995
33,thirteenth,Travel Rarely,Sales,Sales Executive,Level 2,Low,0 to 5,0 to 5,Experienced,5 to 10,Marketing,Female,Close,No,Balanced,"$5,324",5,15,3,118,3,6,3,2,0,2,69,3,2,26507
47,fourteenth,Travel Rarely,Research & Dev.,Manager,Level 4,Miduem,21 to 30,0 to 5,Expert,15 to 20,Other,Female,Very Close,Yes,Not Balanced,"$16,752",1,11,3,202,3,26,26,14,3,0,33,3,4,12982
36,thirteenth,Travel Rarely,Research & Dev.,Manufacturing Director,Level 2,Miduem,6 to 10,0 to 5,Advanced,5 to 10,Other,Female,Very Close,No,Balanced,"$5,228",0,15,2,676,3,10,9,7,0,5,35,3,2,23361
29,twenteth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Miduem,6 to 10,6 to 10,Advanced,1 to 5,Life Sciences,Male,Far,No,Balanced,"$2,700",1,24,3,1252,4,10,10,7,0,7,81,4,1,23779
58,fifteenth,Travel Rarely,Research & Dev.,Research Director,Level 5,High,31 to 40,6 to 10,Expert,15 to 20,Life Sciences,Male,Very Close,Yes,Balanced,"$19,246",7,12,2,286,3,40,31,15,13,8,31,3,5,25761
35,thirteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,High,0 to 5,0 to 5,Experienced,1 to 5,Life Sciences,Female,Very Close,No,Balanced,"$2,506",3,13,0,1258,3,7,2,2,2,2,40,4,1,13301
42,fourteenth,Travel Rarely,Research & Dev.,Manufacturing Director,Level 2,High,0 to 5,0 to 5,Experienced,5 to 10,Life Sciences,Female,Very Close,Yes,Balanced,"$6,062",9,13,4,932,3,8,4,3,0,2,43,2,2,4051
28,twenteth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Medical,Male,Very Close,No,Not Balanced,"$4,382",6,17,3,890,3,5,2,2,2,1,46,3,1,16374
36,thirteenth,Travel Rarely,HR,Human Resources,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Human Resources,Male,Close,No,Balanced,"$2,143",4,13,2,1041,3,8,5,2,0,4,36,3,1,25527
32,thirteenth,Travel Rarely,Research & Dev.,Manufacturing Director,Level 2,Miduem,11 to 20,6 to 10,Advanced,5 to 10,Life Sciences,Female,Very Close,No,Balanced,"$6,162",1,12,3,859,3,14,14,13,6,8,98,2,2,19124
40,fourteenth,Travel Frequently,Research & Dev.,Laboratory Technician,Level 2,Low,0 to 5,0 to 5,Advanced,5 to 10,Medical,Male,Close,No,Balanced,"$5,094",6,14,6,720,3,10,1,0,0,0,51,2,2,11983
30,thirteenth,Travel Rarely,Research & Dev.,Manufacturing Director,Level 2,Miduem,0 to 5,0 to 5,Advanced,5 to 10,Medical,Female,Very Close,Yes,Not Balanced,"$6,877",5,24,4,946,4,12,0,0,0,0,52,2,2,20234
45,fourteenth,Travel Rarely,Research & Dev.,Research Scientist,Level 1,Miduem,0 to 5,0 to 5,Entry,1 to 5,Life Sciences,Female,Very Close,No,Balanced,"$2,274",1,14,3,252,3,1,1,0,0,0,95,2,1,6153
42,fourteenth,Travel Rarely,Research & Dev.,Manufacturing Director,Level 2,Miduem,6 to 10,6 to 10,Advanced,1 to 5,Life Sciences,Male,Far,No,Not Balanced,"$4,434",1,13,3,933,3,10,9,8,7,8,98,3,2,11806
38,thirteenth,Travel Frequently,Research & Dev.,Healthcare Representative,Level 2,Low,0 to 5,0 to 5,Advanced,5 to 10,Life Sciences,Male,Close,No,Not Balanced,"$6,288",2,15,3,471,3,13,4,3,1,2,45,2,2,4284
34,thirteenth,Travel Frequently,Research & Dev.,Research Scientist,Level 1,Miduem,0 to 5,0 to 5,Experienced,1 to 5,Life Sciences,Female,Close,No,Balanced,"$2,553",1,16,3,702,3,6,5,2,1,3,100,2,1,8306
49,fourteenth,Travel Rarely,Sales,Sales Executive,Level 3,Miduem,6 to 10,6 to 10,Experienced,5 to 10,Marketing,Female,Close,No,Balanced,"$7,654",1,18,3,1184,3,9,9,8,7,7,43,3,3,5860
55,fifteenth,Travel Rarely,Sales,Sales Executive,Level 2,Miduem,6 to 10,0 to 5,Advanced,5 to 10,Medical,Male,Very Close,No,Not Balanced,"$5,160",4,16,3,436,3,12,9,7,7,3,37,3,2,21519
43,fourteenth,Travel Rarely,Research & Dev.,Research Director,Level 4,Miduem,0 to 5,0 to 5,Expert,15 to 20,Life Sciences,Male,Close,No,Balanced,"$17,159",6,24,3,589,4,22,4,1,1,0,94,3,4,5200
27,twenteth,Travel Rarely,Research & Dev.,Research Director,Level 3,Miduem,6 to 10,6 to 10,Experienced,10 to 15,Technical Degree,Male,Very Close,Yes,Balanced,"$12,808",1,16,3,269,3,9,9,8,0,8,42,2,3,8842
35,thirteenth,Travel Rarely,Research & Dev.,Manufacturing Director,Level 3,Miduem,6 to 10,6 to 10,Advanced,10 to 15,Other,Male,Very Close,No,Balanced,"$10,221",3,21,3,950,4,17,8,5,1,6,59,3,3,18869
